product_id,product_description,main_category,sub_category,estimated_revenue,total_sales,cumulative_revenue,cumulative_revenue_pct,revenue_rank,abc_tier
P015075,Skybags Lightweight Backpacks 831S,luggage & bags,backpacks,3167815.0,1015,190589855577.0,93.59,8211,B - Steady Contributors
P017753,Samsung Everyday Smart Watches 522X,electronics,smart watches,3167144.0,2657,190593022721.0,93.6,8212,B - Steady Contributors
P009013,Funskool Everyday Educational Games 893X,toys & baby products,educational games,3166870.0,805,190596189591.0,93.6,8213,B - Steady Contributors
P003348,Nike Advanced Gym Equipment 515Max,sports & fitness,gym equipment,3166312.0,1126,190599355903.0,93.6,8214,B - Steady Contributors
P009632,boAt Essential Headphones 799S,electronics,headphones,3166110.0,1905,190602522013.0,93.6,8215,B - Steady Contributors
P005480,BE SAVAGE Eco-Friendly Cycling 428,sports & fitness,cycling,3165400.0,1862,190605687413.0,93.6,8216,B - Steady Contributors
P000446,Dove Deluxe Personal Care Appliances 228Max,beauty & health,personal care appliances,3164268.0,6924,190608851681.0,93.6,8217,B - Steady Contributors
P018202,Samsonite Portable Backpacks 601Pro,luggage & bags,backpacks,3164004.0,2946,190612015685.0,93.61,8218,B - Steady Contributors
P012071,Wonderchef Compact Furniture 742Pro,home & kitchen,furniture,3163945.0,2999,190615179630.0,93.61,8219,B - Steady Contributors
P005902,Pigeon Heavy-Duty Cookware 899S,home & kitchen,cookware,3163586.0,4481,190618343216.0,93.61,8220,B - Steady Contributors
P002268,Lakme Advanced Personal Care Appliances 614,beauty & health,personal care appliances,3163413.0,1119,190621506629.0,93.61,8221,B - Steady Contributors
P013746,Nestle Everyday Beverages 874S,grocery & gourmet foods,beverages,3162341.0,2821,190624668970.0,93.61,8222,B - Steady Contributors
P013635,Classmate Premium Office Electronics 739S,office products,office electronics,3160710.0,406,190627829680.0,93.61,8223,B - Steady Contributors
P001586,Wildcraft Ultra Backpacks 293Max,luggage & bags,backpacks,3160096.0,544,190630989776.0,93.62,8224,B - Steady Contributors
P011265,Spidy Moto Portable Car Care 964X,car & motorbike,car care,3158912.0,4292,190634148688.0,93.62,8225,B - Steady Contributors
P010176,Redwolf Pro Footwear 293,fashion,footwear,3158379.0,3213,190637307067.0,93.62,8226,B - Steady Contributors
P000466,Samsung Everyday Mobile Accessories 356Pro,mobiles,mobile accessories,3157536.0,3183,190640464603.0,93.62,8227,B - Steady Contributors
P001559,HRX Lightweight Footwear 731Pro,fashion,footwear,3157492.0,2132,190643622095.0,93.62,8228,B - Steady Contributors
P007732,Wildcraft Portable Suitcases 318S,luggage & bags,suitcases,3157060.0,430,190646779155.0,93.62,8229,B - Steady Contributors
P005681,Roadster Ultra Women'S Clothing 765S,fashion,women's clothing,3155907.0,2181,190649935062.0,93.62,8230,B - Steady Contributors
P015494,iBell Portable Paint Supplies 801Max,home improvement,paint supplies,3155696.0,254,190653090758.0,93.63,8231,B - Steady Contributors
P011470,Decathlon Compact Cycling 328,sports & fitness,cycling,3155340.0,1290,190656246098.0,93.63,8232,B - Steady Contributors
P013845,Skybags Advanced Backpacks 576Max,luggage & bags,backpacks,3154353.0,2973,190659400451.0,93.63,8233,B - Steady Contributors
P011060,Bose Advanced Smart Watches 413S,electronics,smart watches,3152400.0,5680,190662552851.0,93.63,8234,B - Steady Contributors
P000663,iBell Portable Hand Tools 435S,home improvement,hand tools,3151226.0,494,190665704077.0,93.63,8235,B - Steady Contributors
P006575,iBell Ultra Paint Supplies 646,home improvement,paint supplies,3151119.0,2883,190668855196.0,93.63,8236,B - Steady Contributors
P001594,Fossil Smart Women'S Clothing 603,fashion,women's clothing,3150833.0,2867,190672006029.0,93.64,8237,B - Steady Contributors
P016954,Garnier Everyday Personal Care Appliances 324,beauty & health,personal care appliances,3147810.0,3310,190675153839.0,93.64,8238,B - Steady Contributors
P001261,Logitech Portable Laptops 890Pro,computers,laptops,3147060.0,3810,190678300899.0,93.64,8239,B - Steady Contributors
P008277,Strauss Lightweight Cycling 864S,sports & fitness,cycling,3146073.0,777,190681446972.0,93.64,8240,B - Steady Contributors
P009969,Local Brand Eco-Friendly Organic Foods 668Max,grocery & gourmet foods,organic foods,3145092.0,1788,190684592064.0,93.64,8241,B - Steady Contributors
P007003,Michelin Pro Car Accessories 791X,car & motorbike,car accessories,3144864.0,799,190687736928.0,93.64,8242,B - Steady Contributors
P001137,Apple Smart Mobile Accessories 826S,mobiles,mobile accessories,3143584.0,6176,190690880512.0,93.64,8243,B - Steady Contributors
P018049,Drools Portable Pet Accessories 935Pro,pet supplies,pet accessories,3141680.0,1730,190694022192.0,93.65,8244,B - Steady Contributors
P006099,Tata Wireless Staples 724,grocery & gourmet foods,staples,3141605.0,6221,190697163797.0,93.65,8245,B - Steady Contributors
P001363,Portronics Essential Cases & Covers 464Pro,mobiles,cases & covers,3141460.0,4724,190700305257.0,93.65,8246,B - Steady Contributors
P010119,Roadster Ultra Women'S Clothing 168S,fashion,women's clothing,3141204.0,2332,190703446461.0,93.65,8247,B - Steady Contributors
P017026,LEGO Portable Infant Wear 889Max,toys & baby products,infant wear,3140505.0,4869,190706586966.0,93.65,8248,B - Steady Contributors
P005226,BE SAVAGE Pro Cycling 754Pro,sports & fitness,cycling,3137400.0,700,190709724366.0,93.65,8249,B - Steady Contributors
P005882,Realme Portable Power Banks 567X,mobiles,power banks,3136840.0,5272,190712861206.0,93.66,8250,B - Steady Contributors
P015544,Dove Wireless Skincare 178Max,beauty & health,skincare,3136381.0,1003,190715997587.0,93.66,8251,B - Steady Contributors
P013232,Noise Smart Cameras 633,electronics,cameras,3134934.0,4014,190719132521.0,93.66,8252,B - Steady Contributors
P002749,Nivea Smart Haircare 515,beauty & health,haircare,3133743.0,1693,190722266264.0,93.66,8253,B - Steady Contributors
P003547,Dell Classic Storage Devices 809Pro,computers,storage devices,3132300.0,3180,190725398564.0,93.66,8254,B - Steady Contributors
P017839,Logitech Eco-Friendly Keyboards & Mice 377S,computers,keyboards & mice,3132140.0,6190,190728530704.0,93.66,8255,B - Steady Contributors
P006459,Ambrane Smart Power Banks 439S,mobiles,power banks,3131136.0,1812,190731661840.0,93.66,8256,B - Steady Contributors
P013227,Funskool Everyday Infant Wear 467Max,toys & baby products,infant wear,3131128.0,2002,190734792968.0,93.67,8257,B - Steady Contributors
P001582,Spidy Moto Premium Car Accessories 617,car & motorbike,car accessories,3129552.0,618,190737922520.0,93.67,8258,B - Steady Contributors
P008884,Skybags Lightweight Backpacks 394S,luggage & bags,backpacks,3127302.0,1566,190741049822.0,93.67,8259,B - Steady Contributors
P000803,Sony Compact Cameras 231S,electronics,cameras,3126816.0,3384,190744176638.0,93.67,8260,B - Steady Contributors
P004915,Cello Smart Stationery 215Max,office products,stationery,3126388.0,556,190747303026.0,93.67,8261,B - Steady Contributors
P000323,Sonata Essential Watch Accessories 313,watches,watch accessories,3125094.0,222,190750428120.0,93.67,8262,B - Steady Contributors
P015975,Fabindia Everyday Men'S Clothing 272X,fashion,men's clothing,3124737.0,6237,190753552857.0,93.68,8263,B - Steady Contributors
P017778,Bosch Pro Measuring Tools 651Max,industrial & scientific,measuring tools,3124721.0,1007,190756677578.0,93.68,8264,B - Steady Contributors
P010302,Bose Eco-Friendly Smart Watches 508Max,electronics,smart watches,3123820.0,1855,190759801398.0,93.68,8265,B - Steady Contributors
P018628,American Tourister Advanced Wallets 204X,luggage & bags,wallets,3123729.0,1611,190762925127.0,93.68,8266,B - Steady Contributors
P014918,Local Brand Pro Snacks 316Max,grocery & gourmet foods,snacks,3122759.0,3023,190766047886.0,93.68,8267,B - Steady Contributors
P001848,Lakme Essential Skincare 191,beauty & health,skincare,3122223.0,2899,190769170109.0,93.68,8268,B - Steady Contributors
P005539,Kore Classic Yoga 490Pro,sports & fitness,yoga,3121800.0,1650,190772291909.0,93.68,8269,B - Steady Contributors
P016094,Samsung Everyday Smart Watches 368Max,electronics,smart watches,3121030.0,1870,190775412939.0,93.69,8270,B - Steady Contributors
P016521,Ptron Eco-Friendly Speakers 158X,electronics,speakers,3118544.0,4888,190778531483.0,93.69,8271,B - Steady Contributors
P012110,LEGO Classic Toys 880Max,toys & baby products,toys,3118450.0,2654,190781649933.0,93.69,8272,B - Steady Contributors
P019304,Cheston Classic Power Tools 349Pro,home improvement,power tools,3118212.0,444,190784768145.0,93.69,8273,B - Steady Contributors
P018734,Bosch Essential Measuring Tools 889S,industrial & scientific,measuring tools,3118050.0,369,190787886195.0,93.69,8274,B - Steady Contributors
P003249,HP Compact Keyboards & Mice 431Pro,computers,keyboards & mice,3117024.0,2466,190791003219.0,93.69,8275,B - Steady Contributors
P018420,Classmate Wireless Stationery 943Max,office products,stationery,3116568.0,728,190794119787.0,93.7,8276,B - Steady Contributors
P009195,Zebronics Pro Headphones 928Max,electronics,headphones,3115200.0,1947,190797234987.0,93.7,8277,B - Steady Contributors
P000251,Ptron Essential Televisions 734S,electronics,televisions,3114963.0,2683,190800349950.0,93.7,8278,B - Steady Contributors
P012025,Amazon Basics Wireless Furniture 795Max,home & kitchen,furniture,3114904.0,1964,190803464854.0,93.7,8279,B - Steady Contributors
P001998,Cello Lightweight Furniture 715Max,home & kitchen,furniture,3114748.0,559,190806579602.0,93.7,8280,B - Steady Contributors
P014493,JBL Essential Televisions 891,electronics,televisions,3113724.0,2487,190809693326.0,93.7,8281,B - Steady Contributors
P006111,AutoFurnish Ultra Bike Accessories 286Max,car & motorbike,bike accessories,3113669.0,2509,190812806995.0,93.7,8282,B - Steady Contributors
P012321,BE SAVAGE Deluxe Sportswear 300,sports & fitness,sportswear,3113165.0,1265,190815920160.0,93.71,8283,B - Steady Contributors
P000572,Ambrane Classic Mobile Accessories 607X,mobiles,mobile accessories,3111412.0,5972,190819031572.0,93.71,8284,B - Steady Contributors
P002547,BE SAVAGE Compact Gym Equipment 854S,sports & fitness,gym equipment,3110552.0,773,190822142124.0,93.71,8285,B - Steady Contributors
P011999,Wonderchef Smart Kitchen Storage 843,home & kitchen,kitchen storage,3110217.0,3377,190825252341.0,93.71,8286,B - Steady Contributors
P003764,Spidy Moto Smart Car Care 958,car & motorbike,car care,3109654.0,1387,190828361995.0,93.71,8287,B - Steady Contributors
P014368,HRX Portable Watches 100X,fashion,watches,3108780.0,3078,190831470775.0,93.71,8288,B - Steady Contributors
P010876,Ambrane Compact Smartphones 562,mobiles,smartphones,3107496.0,4452,190834578271.0,93.71,8289,B - Steady Contributors
P019586,Skybags Deluxe Suitcases 588S,luggage & bags,suitcases,3105740.0,743,190837684011.0,93.72,8290,B - Steady Contributors
P008599,Portronics Portable Mobile Accessories 557,mobiles,mobile accessories,3105360.0,5448,190840789371.0,93.72,8291,B - Steady Contributors
P008621,Amazon Basics Pro Cookware 843Max,home & kitchen,cookware,3104447.0,1553,190843893818.0,93.72,8292,B - Steady Contributors
P002477,Michelin Ultra Car Care 367Max,car & motorbike,car care,3104325.0,1533,190846998143.0,93.72,8293,B - Steady Contributors
P008988,Wildcraft Eco-Friendly Wallets 847Pro,luggage & bags,wallets,3103740.0,2406,190850101883.0,93.72,8294,B - Steady Contributors
P008640,Bose Compact Speakers 166S,electronics,speakers,3103561.0,1657,190853205444.0,93.72,8295,B - Steady Contributors
P004167,Pigeon Smart Home Decor 947Pro,home & kitchen,home decor,3102786.0,4833,190856308230.0,93.73,8296,B - Steady Contributors
P014091,Zebronics Compact Speakers 350Pro,electronics,speakers,3102540.0,830,190859410770.0,93.73,8297,B - Steady Contributors
P002828,Skybags Eco-Friendly Suitcases 560Max,luggage & bags,suitcases,3100600.0,838,190862511370.0,93.73,8298,B - Steady Contributors
P019348,Garnier Premium Personal Care Appliances 801Max,beauty & health,personal care appliances,3099611.0,5227,190865610981.0,93.73,8299,B - Steady Contributors
P006240,Fossil Smart Smart Watches 710X,watches,smart watches,3099130.0,1294,190868710111.0,93.73,8300,B - Steady Contributors
P013113,Fastrack Advanced Smart Watches 255Max,watches,smart watches,3098850.0,365,190871808961.0,93.73,8301,B - Steady Contributors
P007363,Samsonite Compact Suitcases 366Pro,luggage & bags,suitcases,3098522.0,3878,190874907483.0,93.73,8302,B - Steady Contributors
P011435,24 Mantra Lightweight Beverages 620Pro,grocery & gourmet foods,beverages,3098216.0,1672,190878005699.0,93.74,8303,B - Steady Contributors
P006262,Cockatoo Essential Yoga 854,sports & fitness,yoga,3097723.0,799,190881103422.0,93.74,8304,B - Steady Contributors
P005729,Kore Heavy-Duty Cycling 150Pro,sports & fitness,cycling,3097336.0,671,190884200758.0,93.74,8305,B - Steady Contributors
P001918,3M Classic Safety Gear 255Max,industrial & scientific,safety gear,3096912.0,336,190887297670.0,93.74,8306,B - Steady Contributors
P003229,Fabindia Essential Women'S Clothing 263,fashion,women's clothing,3096330.0,7118,190890394000.0,93.74,8307,B - Steady Contributors
P018991,Baybee Eco-Friendly Educational Games 635S,toys & baby products,educational games,3094848.0,796,190893488848.0,93.74,8308,B - Steady Contributors
P013126,Garnier Lightweight Haircare 404S,beauty & health,haircare,3094080.0,1758,190896582928.0,93.75,8309,B - Steady Contributors
P004684,Ptron Eco-Friendly Smart Watches 679Max,electronics,smart watches,3093657.0,1253,190899676585.0,93.75,8310,B - Steady Contributors
P016337,AutoFurnish Heavy-Duty Bike Accessories 591Pro,car & motorbike,bike accessories,3093090.0,721,190902769675.0,93.75,8311,B - Steady Contributors
P019479,Weber Lightweight Outdoor Furniture 856S,garden & outdoors,outdoor furniture,3092628.0,924,190905862303.0,93.75,8312,B - Steady Contributors
P000267,Realme Premium Cases & Covers 654X,mobiles,cases & covers,3091770.0,1735,190908954073.0,93.75,8313,B - Steady Contributors
P001923,Wonderchef Essential Kitchen Storage 204,home & kitchen,kitchen storage,3091660.0,299,190912045733.0,93.75,8314,B - Steady Contributors
P002665,Nestle Heavy-Duty Staples 533S,grocery & gourmet foods,staples,3090808.0,4552,190915136541.0,93.75,8315,B - Steady Contributors
P002365,Logitech Advanced Monitors 380,computers,monitors,3090507.0,1101,190918227048.0,93.76,8316,B - Steady Contributors
P016576,Ambrane Classic Mobile Accessories 107X,mobiles,mobile accessories,3090090.0,2190,190921317138.0,93.76,8317,B - Steady Contributors
P002180,BE SAVAGE Lightweight Gym Equipment 261Pro,sports & fitness,gym equipment,3088960.0,560,190924406098.0,93.76,8318,B - Steady Contributors
P010356,Fossil Portable Footwear 423X,fashion,footwear,3086798.0,6149,190927492896.0,93.76,8319,B - Steady Contributors
P000571,Funskool Wireless Infant Wear 554S,toys & baby products,infant wear,3086112.0,976,190930579008.0,93.76,8320,B - Steady Contributors
P019542,Sonata Deluxe Watch Accessories 697S,watches,watch accessories,3085628.0,1372,190933664636.0,93.76,8321,B - Steady Contributors
P002970,OnePlus Heavy-Duty Mobile Accessories 257Max,mobiles,mobile accessories,3084788.0,3799,190936749424.0,93.77,8322,B - Steady Contributors
P011382,Stanley Deluxe Hand Tools 389X,home improvement,hand tools,3084480.0,2240,190939833904.0,93.77,8323,B - Steady Contributors
P012446,Roadster Smart Women'S Clothing 325,fashion,women's clothing,3083885.0,2555,190942917789.0,93.77,8324,B - Steady Contributors
P001798,Lakme Eco-Friendly Personal Care Appliances 726Pro,beauty & health,personal care appliances,3083841.0,2493,190946001630.0,93.77,8325,B - Steady Contributors
P004964,Nike Deluxe Yoga 788S,sports & fitness,yoga,3083544.0,2712,190949085174.0,93.77,8326,B - Steady Contributors
P018958,Zebronics Advanced Laptops 896X,computers,laptops,3083405.0,1157,190952168579.0,93.77,8327,B - Steady Contributors
P016905,24 Mantra Deluxe Snacks 540Max,grocery & gourmet foods,snacks,3082872.0,3198,190955251451.0,93.77,8328,B - Steady Contributors
P005894,Dove Compact Personal Care Appliances 949,beauty & health,personal care appliances,3082644.0,2484,190958334095.0,93.78,8329,B - Steady Contributors
P005451,Fastrack Classic Analog Watches 532Max,watches,analog watches,3082392.0,186,190961416487.0,93.78,8330,B - Steady Contributors
P016134,Wildcraft Wireless Backpacks 599Max,luggage & bags,backpacks,3082299.0,759,190964498786.0,93.78,8331,B - Steady Contributors
P006508,Zebronics Pro Smart Watches 846Max,electronics,smart watches,3081822.0,346,190967580608.0,93.78,8332,B - Steady Contributors
P005989,Tommy Hilfiger Essential Watches 851Max,fashion,watches,3081188.0,2629,190970661796.0,93.78,8333,B - Steady Contributors
P015155,LEGO Essential Infant Wear 525Pro,toys & baby products,infant wear,3080525.0,4249,190973742321.0,93.78,8334,B - Steady Contributors
P012069,Garnier Essential Skincare 720X,beauty & health,skincare,3080340.0,1308,190976822661.0,93.78,8335,B - Steady Contributors
P010145,iBell Classic Paint Supplies 797S,home improvement,paint supplies,3080090.0,1102,190979902751.0,93.79,8336,B - Steady Contributors
P018872,Zebronics Lightweight Monitors 409Pro,computers,monitors,3079856.0,2278,190982982607.0,93.79,8337,B - Steady Contributors
P010612,Ambrane Advanced Smartphones 182X,mobiles,smartphones,3079035.0,6455,190986061642.0,93.79,8338,B - Steady Contributors
P015398,Noise Everyday Headphones 588S,electronics,headphones,3078736.0,3088,190989140378.0,93.79,8339,B - Steady Contributors
P014287,Parker Premium Stationery 549Pro,office products,stationery,3078608.0,656,190992218986.0,93.79,8340,B - Steady Contributors
P007578,Cello Heavy-Duty Stationery 393X,office products,stationery,3077676.0,966,190995296662.0,93.79,8341,B - Steady Contributors
P016735,boAt Smart Smart Watches 222,electronics,smart watches,3076968.0,4346,190998373630.0,93.8,8342,B - Steady Contributors
P012860,Luvlap Portable Educational Games 991Max,toys & baby products,educational games,3076920.0,1665,191001450550.0,93.8,8343,B - Steady Contributors
P014305,Tommy Hilfiger Classic Women'S Clothing 585,fashion,women's clothing,3076637.0,2153,191004527187.0,93.8,8344,B - Steady Contributors
P018785,Michelin Smart Car Care 545Pro,car & motorbike,car care,3076168.0,1268,191007603355.0,93.8,8345,B - Steady Contributors
P004209,Portronics Wireless Mobile Accessories 870S,mobiles,mobile accessories,3075072.0,4004,191010678427.0,93.8,8346,B - Steady Contributors
P015729,Dove Lightweight Skincare 611X,beauty & health,skincare,3074976.0,864,191013753403.0,93.8,8347,B - Steady Contributors
P006217,iBell Portable Paint Supplies 737,home improvement,paint supplies,3074610.0,210,191016828013.0,93.8,8348,B - Steady Contributors
P002860,Stanley Classic Power Tools 363Pro,home improvement,power tools,3074505.0,2303,191019902518.0,93.81,8349,B - Steady Contributors
P000275,HRX Smart Footwear 521X,fashion,footwear,3073650.0,4650,191022976168.0,93.81,8350,B - Steady Contributors
P010108,Michelin Heavy-Duty Car Care 838Pro,car & motorbike,car care,3073342.0,509,191026049510.0,93.81,8351,B - Steady Contributors
P013336,Redwolf Advanced Men'S Clothing 430X,fashion,men's clothing,3072960.0,6402,191029122470.0,93.81,8352,B - Steady Contributors
P016374,Tommy Hilfiger Eco-Friendly Women'S Clothing 556,fashion,women's clothing,3071250.0,7875,191032193720.0,93.81,8353,B - Steady Contributors
P006961,HP Advanced Monitors 331S,computers,monitors,3070224.0,1104,191035263944.0,93.81,8354,B - Steady Contributors
P001349,WOW Advanced Makeup 366Pro,beauty & health,makeup,3070208.0,5728,191038334152.0,93.82,8355,B - Steady Contributors
P014660,Fabindia Lightweight Men'S Clothing 840Pro,fashion,men's clothing,3069804.0,4188,191041403956.0,93.82,8356,B - Steady Contributors
P008758,Wonderchef Ultra Kitchen Storage 735Max,home & kitchen,kitchen storage,3069759.0,1067,191044473715.0,93.82,8357,B - Steady Contributors
P008858,Redwolf Everyday Watches 792Pro,fashion,watches,3068832.0,2459,191047542547.0,93.82,8358,B - Steady Contributors
P007198,Chicco Deluxe Baby Care 390X,toys & baby products,baby care,3068576.0,3724,191050611123.0,93.82,8359,B - Steady Contributors
P010496,Skybags Smart Suitcases 572,luggage & bags,suitcases,3068328.0,519,191053679451.0,93.82,8360,B - Steady Contributors
P010303,Nestle Pro Organic Foods 826Pro,grocery & gourmet foods,organic foods,3068200.0,3335,191056747651.0,93.82,8361,B - Steady Contributors
P007457,Decathlon Advanced Gym Equipment 498S,sports & fitness,gym equipment,3067878.0,6486,191059815529.0,93.83,8362,B - Steady Contributors
P015719,Roadster Heavy-Duty Men'S Clothing 266Max,fashion,men's clothing,3067825.0,2993,191062883354.0,93.83,8363,B - Steady Contributors
P003489,Mamaearth Deluxe Makeup 661Max,beauty & health,makeup,3067484.0,994,191065950838.0,93.83,8364,B - Steady Contributors
P004267,Funskool Deluxe Educational Games 738,toys & baby products,educational games,3067300.0,925,191069018138.0,93.83,8365,B - Steady Contributors
P003098,boAt Heavy-Duty Cameras 732S,electronics,cameras,3067140.0,3162,191072085278.0,93.83,8366,B - Steady Contributors
P005810,Spidy Moto Eco-Friendly Car Accessories 208X,car & motorbike,car accessories,3066752.0,494,191075152030.0,93.83,8367,B - Steady Contributors
P005818,Strauss Smart Sportswear 448,sports & fitness,sportswear,3066658.0,634,191078218688.0,93.83,8368,B - Steady Contributors
P005733,Mamaearth Compact Haircare 608Pro,beauty & health,haircare,3066144.0,1558,191081284832.0,93.84,8369,B - Steady Contributors
P014297,Ambrane Everyday Mobile Accessories 175Pro,mobiles,mobile accessories,3064068.0,5211,191084348900.0,93.84,8370,B - Steady Contributors
P002889,Fisher-Price Pro Baby Care 395Pro,toys & baby products,baby care,3064014.0,4934,191087412914.0,93.84,8371,B - Steady Contributors
P001346,Tata Portable Organic Foods 553,grocery & gourmet foods,organic foods,3063252.0,1929,191090476166.0,93.84,8372,B - Steady Contributors
P001430,boAt Classic Televisions 930S,electronics,televisions,3063176.0,6277,191093539342.0,93.84,8373,B - Steady Contributors
P007063,Dove Premium Skincare 847,beauty & health,skincare,3061731.0,2273,191096601073.0,93.84,8374,B - Steady Contributors
P008290,Skybags Wireless Backpacks 861S,luggage & bags,backpacks,3061642.0,523,191099662715.0,93.85,8375,B - Steady Contributors
P008963,Luvlap Smart Toys 422X,toys & baby products,toys,3061270.0,2861,191102723985.0,93.85,8376,B - Steady Contributors
P013554,OnePlus Portable Smartphones 687X,mobiles,smartphones,3060951.0,3793,191105784936.0,93.85,8377,B - Steady Contributors
P003152,Fossil Advanced Women'S Clothing 906,fashion,women's clothing,3058525.0,6439,191108843461.0,93.85,8378,B - Steady Contributors
P002293,Cockatoo Everyday Yoga 497Pro,sports & fitness,yoga,3057270.0,1009,191111900731.0,93.85,8379,B - Steady Contributors
P006135,Carrier Deluxe Washing Machines 350Pro,appliances,washing machines,3056477.0,839,191114957208.0,93.85,8380,B - Steady Contributors
P005714,Fossil Heavy-Duty Footwear 292Max,fashion,footwear,3056060.0,5810,191118013268.0,93.85,8381,B - Steady Contributors
P011154,Mothercare Lightweight Educational Games 402,toys & baby products,educational games,3055134.0,1574,191121068402.0,93.86,8382,B - Steady Contributors
P006251,Philips Advanced Haircare 372Pro,beauty & health,haircare,3054066.0,862,191124122468.0,93.86,8383,B - Steady Contributors
P013835,OnePlus Smart Cases & Covers 362X,mobiles,cases & covers,3052404.0,9421,191127174872.0,93.86,8384,B - Steady Contributors
P000376,Nirlon Ultra Cookware 970X,home & kitchen,cookware,3052112.0,952,191130226984.0,93.86,8385,B - Steady Contributors
P004937,OnePlus Lightweight Cases & Covers 626S,mobiles,cases & covers,3051408.0,3624,191133278392.0,93.86,8386,B - Steady Contributors
P001354,Nivea Essential Makeup 893S,beauty & health,makeup,3051264.0,1644,191136329656.0,93.86,8387,B - Steady Contributors
P018997,Mamaearth Ultra Haircare 722Pro,beauty & health,haircare,3050784.0,7704,191139380440.0,93.86,8388,B - Steady Contributors
P010207,Ambrane Deluxe Mobile Accessories 784X,mobiles,mobile accessories,3050040.0,7262,191142430480.0,93.87,8389,B - Steady Contributors
P018873,Apple Premium Laptops 155S,computers,laptops,3049620.0,2226,191145480100.0,93.87,8390,B - Steady Contributors
P015424,Funskool Wireless Educational Games 406Pro,toys & baby products,educational games,3049272.0,2229,191148529372.0,93.87,8391,B - Steady Contributors
P009622,Bosch Advanced Washing Machines 224Max,appliances,washing machines,3049074.0,882,191151578446.0,93.87,8392,B - Steady Contributors
P003714,Fiskars Everyday Outdoor Furniture 512S,garden & outdoors,outdoor furniture,3048516.0,324,191154626962.0,93.87,8393,B - Steady Contributors
P011634,Zebronics Deluxe Keyboards & Mice 202Max,computers,keyboards & mice,3047088.0,4776,191157674050.0,93.87,8394,B - Steady Contributors
P005359,Titan Portable Smart Watches 121Pro,watches,smart watches,3046950.0,1665,191160721000.0,93.88,8395,B - Steady Contributors
P003963,Wildcraft Premium Suitcases 620S,luggage & bags,suitcases,3045600.0,810,191163766600.0,93.88,8396,B - Steady Contributors
P005063,Juarez Deluxe Accessories 887,music & instruments,accessories,3044916.0,774,191166811516.0,93.88,8397,B - Steady Contributors
P016167,Sony Smart Televisions 413S,electronics,televisions,3044275.0,2465,191169855791.0,93.88,8398,B - Steady Contributors
P018966,Dell Portable Keyboards & Mice 521Pro,computers,keyboards & mice,3043446.0,3262,191172899237.0,93.88,8399,B - Steady Contributors
P004695,Skybags Smart Backpacks 846,luggage & bags,backpacks,3041598.0,1946,191175940835.0,93.88,8400,B - Steady Contributors
P005019,Ptron Deluxe Cameras 435S,electronics,cameras,3041388.0,596,191178982223.0,93.88,8401,B - Steady Contributors
P009879,HRX Advanced Women'S Clothing 423Max,fashion,women's clothing,3041285.0,8567,191182023508.0,93.89,8402,B - Steady Contributors
P010005,Lenovo Portable Monitors 515X,computers,monitors,3041255.0,2803,191185064763.0,93.89,8403,B - Steady Contributors
P006443,Cheston Essential Paint Supplies 377S,home improvement,paint supplies,3040928.0,1696,191188105691.0,93.89,8404,B - Steady Contributors
P004506,Wildcraft Pro Wallets 229,luggage & bags,wallets,3039096.0,1822,191191144787.0,93.89,8405,B - Steady Contributors
P006673,Dove Heavy-Duty Haircare 775X,beauty & health,haircare,3038778.0,7578,191194183565.0,93.89,8406,B - Steady Contributors
P004226,AutoFurnish Everyday Car Accessories 964S,car & motorbike,car accessories,3038776.0,488,191197222341.0,93.89,8407,B - Steady Contributors
P013242,Zebronics Premium Keyboards & Mice 571,computers,keyboards & mice,3038310.0,5022,191200260651.0,93.89,8408,B - Steady Contributors
P002219,Nirlon Deluxe Cookware 740Pro,home & kitchen,cookware,3037976.0,802,191203298627.0,93.9,8409,B - Steady Contributors
P013780,Titan Lightweight Analog Watches 196S,watches,analog watches,3037571.0,827,191206336198.0,93.9,8410,B - Steady Contributors
P004767,Stanley Lightweight Paint Supplies 939X,home improvement,paint supplies,3036969.0,1313,191209373167.0,93.9,8411,B - Steady Contributors
P000384,Carrier Classic Refrigerators 215Pro,appliances,refrigerators,3036717.0,1269,191212409884.0,93.9,8412,B - Steady Contributors
P004166,Fabindia Lightweight Men'S Clothing 709Pro,fashion,men's clothing,3035094.0,4299,191215444978.0,93.9,8413,B - Steady Contributors
P001367,Fisher-Price Deluxe Educational Games 690,toys & baby products,educational games,3033654.0,897,191218478632.0,93.9,8414,B - Steady Contributors
P016664,Generic Compact Measuring Tools 534X,industrial & scientific,measuring tools,3033280.0,160,191221511912.0,93.91,8415,B - Steady Contributors
P007988,Spidy Moto Pro Car Accessories 630Max,car & motorbike,car accessories,3032596.0,1939,191224544508.0,93.91,8416,B - Steady Contributors
P008628,Samsung Heavy-Duty Televisions 568X,electronics,televisions,3032150.0,5513,191227576658.0,93.91,8417,B - Steady Contributors
P000097,Lenovo Heavy-Duty Storage Devices 479,computers,storage devices,3032127.0,549,191230608785.0,93.91,8418,B - Steady Contributors
P016931,Titan Ultra Smart Watches 636Pro,watches,smart watches,3031590.0,2085,191233640375.0,93.91,8419,B - Steady Contributors
P005899,Spidy Moto Portable Car Care 879,car & motorbike,car care,3031536.0,1096,191236671911.0,93.91,8420,B - Steady Contributors
P008435,Mothercare Pro Educational Games 689Max,toys & baby products,educational games,3031416.0,1779,191239703327.0,93.91,8421,B - Steady Contributors
