product_id,product_description,main_category,sub_category,price_band,ratings,is_high_rated,discount_price,actual_price,discount_percentage,total_sales,predicted_sales,prediction_error,prediction_error_pct,estimated_revenue,description_word_count,model_used
P008863,Noise Premium Smart Watches 503Max,electronics,smart watches,Luxury (₹20k+),3.2,0,30782.0,38772.0,20.61,556,813.0,257.0,46.2,17114792.0,5,XGBoost
P008864,Redmi Compact Power Banks 474Max,mobiles,power banks,Value (₹500-1.5k),4.3,1,431.0,623.0,30.82,6304,5562.0,-742.0,-11.8,2717024.0,5,XGBoost
P008865,24 Mantra Essential Organic Foods 596Pro,grocery & gourmet foods,organic foods,Value (₹500-1.5k),4.1,1,558.0,802.0,30.42,1483,2350.0,867.0,58.5,827514.0,6,XGBoost
P008866,Apple Classic Power Banks 226X,mobiles,power banks,Mid (₹1.5k-5k),4.1,1,2177.0,3021.0,27.94,4013,4110.0,97.0,2.4,8736301.0,5,XGBoost
P008867,Zebronics Pro Cameras 706S,electronics,cameras,Mid (₹1.5k-5k),4.4,1,990.0,1831.0,45.93,3687,4676.0,989.0,26.8,3650130.0,4,XGBoost
P008868,Dell Smart Laptops 874S,computers,laptops,Mid (₹1.5k-5k),3.9,0,3207.0,4205.0,23.73,2938,2322.0,-616.0,-21.0,9422166.0,4,XGBoost
P008869,Samsung Compact Televisions 186Max,electronics,televisions,Value (₹500-1.5k),4.0,1,880.0,1084.0,18.82,2135,3749.0,1614.0,75.6,1878800.0,4,XGBoost
P008870,Fabindia Wireless Watches 428Max,fashion,watches,Budget (<₹500),3.6,0,205.0,351.0,41.6,1844,2855.0,1011.0,54.8,378020.0,4,XGBoost
P008871,Roadster Deluxe Men'S Clothing 938,fashion,men's clothing,Premium (₹5k-20k),4.8,1,4681.0,6249.0,25.09,3823,4160.0,337.0,8.8,17895463.0,5,XGBoost
P008872,WOW Classic Makeup 645Pro,beauty & health,makeup,Value (₹500-1.5k),4.0,1,442.0,579.0,23.66,1335,2462.0,1127.0,84.4,590070.0,4,XGBoost
P008873,boAt Everyday Televisions 580X,electronics,televisions,Value (₹500-1.5k),3.4,0,1110.0,1498.0,25.9,2471,2076.0,-395.0,-16.0,2742810.0,4,XGBoost
P008874,boAt Eco-Friendly Televisions 609X,electronics,televisions,Premium (₹5k-20k),4.0,1,16785.0,17634.0,4.81,1287,1256.0,-31.0,-2.4,21602295.0,4,XGBoost
P008875,Classmate Ultra Office Electronics 601Max,office products,office electronics,Mid (₹1.5k-5k),3.2,0,3469.0,3813.0,9.02,222,312.0,90.0,40.5,770118.0,5,XGBoost
P008876,Skybags Lightweight Suitcases 360Pro,luggage & bags,suitcases,Value (₹500-1.5k),3.9,0,391.0,741.0,47.23,3197,2389.0,-808.0,-25.3,1250027.0,4,XGBoost
P008877,Local Brand Premium Snacks 472Pro,grocery & gourmet foods,snacks,Budget (<₹500),4.5,1,43.0,52.0,17.31,6690,4773.0,-1917.0,-28.7,287670.0,5,XGBoost
P008878,AutoFurnish Classic Bike Accessories 331Pro,car & motorbike,bike accessories,Budget (<₹500),3.9,0,226.0,300.0,24.67,825,1307.0,482.0,58.4,186450.0,5,XGBoost
P008879,Nestle Eco-Friendly Organic Foods 703Max,grocery & gourmet foods,organic foods,Budget (<₹500),3.8,0,79.0,114.0,30.7,2439,3460.0,1021.0,41.9,192681.0,5,XGBoost
P008880,Tata Lightweight Organic Foods 876,grocery & gourmet foods,organic foods,Budget (<₹500),3.7,0,84.0,123.0,31.71,3790,2934.0,-856.0,-22.6,318360.0,5,XGBoost
P008881,Roadster Ultra Men'S Clothing 612Max,fashion,men's clothing,Value (₹500-1.5k),3.9,0,1267.0,1340.0,5.45,1312,1774.0,462.0,35.2,1662304.0,5,XGBoost
P008882,Zebronics Smart Televisions 254Max,electronics,televisions,Luxury (₹20k+),3.6,0,14218.0,21166.0,32.83,2029,1329.0,-700.0,-34.5,28848322.0,4,XGBoost
P008883,American Tourister Compact Backpacks 240Max,luggage & bags,backpacks,Mid (₹1.5k-5k),5.0,1,1730.0,1951.0,11.33,4318,3575.0,-743.0,-17.2,7470140.0,5,XGBoost
P008884,Skybags Lightweight Backpacks 394S,luggage & bags,backpacks,Mid (₹1.5k-5k),4.5,1,1997.0,2086.0,4.27,1566,1310.0,-256.0,-16.3,3127302.0,4,XGBoost
P008885,Lenovo Heavy-Duty Keyboards & Mice 586Pro,computers,keyboards & mice,Premium (₹5k-20k),3.5,0,7922.0,9624.0,17.68,1304,877.0,-427.0,-32.7,10330288.0,6,XGBoost
P008886,Wildcraft Pro Suitcases 272Pro,luggage & bags,suitcases,Budget (<₹500),4.1,1,208.0,331.0,37.16,4173,3256.0,-917.0,-22.0,867984.0,4,XGBoost
P008887,Lloyd Classic Washing Machines 694X,appliances,washing machines,Premium (₹5k-20k),3.5,0,6350.0,11389.0,44.24,1419,1010.0,-409.0,-28.8,9010650.0,5,XGBoost
P008888,Funskool Deluxe Baby Care 620X,toys & baby products,baby care,Mid (₹1.5k-5k),3.4,0,3197.0,4197.0,23.83,852,748.0,-104.0,-12.2,2723844.0,5,XGBoost
P008889,Realme Compact Mobile Accessories 808,mobiles,mobile accessories,Premium (₹5k-20k),3.1,0,16638.0,19091.0,12.85,1063,947.0,-116.0,-10.9,17686194.0,5,XGBoost
P008890,Fisher-Price Portable Infant Wear 513Max,toys & baby products,infant wear,Mid (₹1.5k-5k),4.8,1,1282.0,1513.0,15.27,6593,3658.0,-2935.0,-44.5,8452226.0,5,XGBoost
P008891,OnePlus Deluxe Mobile Accessories 819,mobiles,mobile accessories,Luxury (₹20k+),4.5,1,26590.0,28299.0,6.04,3129,3150.0,21.0,0.7,83200110.0,5,XGBoost
P008892,Chicco Everyday Toys 864X,toys & baby products,toys,Budget (<₹500),4.0,1,207.0,224.0,7.59,3075,2418.0,-657.0,-21.4,636525.0,4,XGBoost
P008893,HP Portable Monitors 659X,computers,monitors,Budget (<₹500),3.8,0,343.0,404.0,15.1,2013,2295.0,282.0,14.0,690459.0,4,XGBoost
P008894,Lakme Pro Personal Care Appliances 507Max,beauty & health,personal care appliances,Value (₹500-1.5k),3.6,0,1074.0,1266.0,15.17,1302,1435.0,133.0,10.2,1398348.0,6,XGBoost
P008895,HarperCollins Portable Academic 787X,books,academic,Mid (₹1.5k-5k),4.3,1,744.0,1757.0,57.66,1680,1737.0,57.0,3.4,1249920.0,4,XGBoost
P008896,Skybags Ultra Wallets 602Pro,luggage & bags,wallets,Budget (<₹500),4.0,1,337.0,360.0,6.39,698,1547.0,849.0,121.6,235226.0,4,XGBoost
P008897,American Tourister Essential Backpacks 604S,luggage & bags,backpacks,Premium (₹5k-20k),4.1,1,4198.0,7550.0,44.4,2386,1536.0,-850.0,-35.6,10016428.0,5,XGBoost
P008898,Rupa Publications Wireless Non-Fiction 648X,books,non-fiction,Value (₹500-1.5k),4.1,1,446.0,553.0,19.35,778,1081.0,303.0,38.9,346988.0,5,XGBoost
P008899,Samsung Ultra Cameras 191S,electronics,cameras,Premium (₹5k-20k),4.0,1,9462.0,10909.0,13.26,2874,2509.0,-365.0,-12.7,27193788.0,4,XGBoost
P008900,Zebronics Deluxe Headphones 151Max,electronics,headphones,Premium (₹5k-20k),3.6,0,6693.0,7738.0,13.5,1454,1301.0,-153.0,-10.5,9731622.0,4,XGBoost
P008901,Dell Eco-Friendly Monitors 184Max,computers,monitors,Mid (₹1.5k-5k),3.5,0,1251.0,1598.0,21.71,1786,1468.0,-318.0,-17.8,2234286.0,4,XGBoost
P008902,Michelin Compact Car Care 588,car & motorbike,car care,Budget (<₹500),4.6,1,221.0,239.0,7.53,1664,2197.0,533.0,32.0,367744.0,5,XGBoost
P008903,Fabindia Ultra Footwear 468Max,fashion,footwear,Value (₹500-1.5k),3.9,0,696.0,922.0,24.51,3088,2961.0,-127.0,-4.1,2149248.0,4,XGBoost
P008904,Skybags Eco-Friendly Suitcases 634X,luggage & bags,suitcases,Premium (₹5k-20k),4.4,1,3915.0,5248.0,25.4,2401,1802.0,-599.0,-24.9,9399915.0,4,XGBoost
P008905,Fiskars Compact Grills 878X,garden & outdoors,grills,Budget (<₹500),3.9,0,353.0,446.0,20.85,732,1055.0,323.0,44.1,258396.0,4,XGBoost
P008906,24 Mantra Eco-Friendly Beverages 313Pro,grocery & gourmet foods,beverages,Budget (<₹500),3.3,0,36.0,55.0,34.55,2427,1946.0,-481.0,-19.8,87372.0,5,XGBoost
P008907,Nirlon Heavy-Duty Furniture 559X,home & kitchen,furniture,Mid (₹1.5k-5k),4.8,1,3018.0,4067.0,25.79,4092,3778.0,-314.0,-7.7,12349656.0,4,XGBoost
P008908,Penguin Premium Non-Fiction 523Max,books,non-fiction,Value (₹500-1.5k),3.7,0,1049.0,1157.0,9.33,765,813.0,48.0,6.3,802485.0,4,XGBoost
P008909,Roadster Compact Men'S Clothing 649Max,fashion,men's clothing,Budget (<₹500),4.5,1,152.0,237.0,35.86,6289,6547.0,258.0,4.1,955928.0,5,XGBoost
P008910,Noise Essential Cameras 830S,electronics,cameras,Mid (₹1.5k-5k),4.0,1,1949.0,2245.0,13.18,3438,2332.0,-1106.0,-32.2,6700662.0,4,XGBoost
P008911,AutoFurnish Heavy-Duty Car Care 696S,car & motorbike,car care,Mid (₹1.5k-5k),3.0,0,1269.0,1533.0,17.22,223,430.0,207.0,92.8,282987.0,5,XGBoost
P008912,Redwolf Smart Footwear 459,fashion,footwear,Value (₹500-1.5k),4.2,1,634.0,742.0,14.56,2214,3446.0,1232.0,55.6,1403676.0,4,XGBoost
P008913,Nike Smart Cycling 156,sports & fitness,cycling,Mid (₹1.5k-5k),3.4,0,768.0,1686.0,54.45,2303,1878.0,-425.0,-18.5,1768704.0,4,XGBoost
P008914,Strauss Deluxe Yoga 896Pro,sports & fitness,yoga,Mid (₹1.5k-5k),4.3,1,1460.0,2166.0,32.59,1217,2095.0,878.0,72.1,1776820.0,4,XGBoost
P008915,24 Mantra Eco-Friendly Beverages 997Max,grocery & gourmet foods,beverages,Budget (<₹500),2.9,0,150.0,162.0,7.41,746,707.0,-39.0,-5.2,111900.0,5,XGBoost
P008916,iBell Everyday Hand Tools 782Max,home improvement,hand tools,Premium (₹5k-20k),3.2,0,8112.0,10902.0,25.59,462,309.0,-153.0,-33.1,3747744.0,5,XGBoost
P008917,Local Brand Ultra Beverages 164Pro,grocery & gourmet foods,beverages,Budget (<₹500),2.7,0,30.0,50.0,40.0,1309,1156.0,-153.0,-11.7,39270.0,5,XGBoost
P008918,Lakme Compact Skincare 636X,beauty & health,skincare,Budget (<₹500),4.3,1,219.0,296.0,26.01,2931,4119.0,1188.0,40.5,641889.0,4,XGBoost
P008919,Bosch Pro Electricals 790Max,home improvement,electricals,Budget (<₹500),4.2,1,297.0,351.0,15.38,2250,2701.0,451.0,20.0,668250.0,4,XGBoost
P008920,Strauss Heavy-Duty Gym Equipment 117Pro,sports & fitness,gym equipment,Budget (<₹500),4.1,1,208.0,254.0,18.11,2852,2994.0,142.0,5.0,593216.0,5,XGBoost
P008921,Redwolf Ultra Women'S Clothing 860Max,fashion,women's clothing,Value (₹500-1.5k),3.7,0,1019.0,1176.0,13.35,1821,2039.0,218.0,12.0,1855599.0,5,XGBoost
P008922,Drools Eco-Friendly Pet Grooming 347X,pet supplies,pet grooming,Mid (₹1.5k-5k),4.0,1,1233.0,2040.0,39.56,482,678.0,196.0,40.7,594306.0,5,XGBoost
P008923,Redmi Heavy-Duty Smartphones 597S,mobiles,smartphones,Value (₹500-1.5k),3.6,0,489.0,717.0,31.8,3018,3747.0,729.0,24.2,1475802.0,4,XGBoost
P008924,Truphe Smart Outdoor Furniture 536S,garden & outdoors,outdoor furniture,Budget (<₹500),4.3,1,225.0,345.0,34.78,1863,1324.0,-539.0,-28.9,419175.0,5,XGBoost
P008925,BE SAVAGE Compact Gym Equipment 846Pro,sports & fitness,gym equipment,Budget (<₹500),3.5,0,405.0,417.0,2.88,634,865.0,231.0,36.4,256770.0,6,XGBoost
P008926,HP Advanced Storage Devices 625S,computers,storage devices,Premium (₹5k-20k),4.3,1,4079.0,5096.0,19.96,2803,2902.0,99.0,3.5,11433437.0,5,XGBoost
P008927,Dove Portable Makeup 879S,beauty & health,makeup,Mid (₹1.5k-5k),3.8,0,1058.0,2052.0,48.44,1292,1778.0,486.0,37.6,1366936.0,4,XGBoost
P008928,Pigeon Compact Cookware 519,home & kitchen,cookware,Mid (₹1.5k-5k),4.1,1,1955.0,2301.0,15.04,2071,1860.0,-211.0,-10.2,4048805.0,4,XGBoost
P008929,Levis Smart Footwear 768,fashion,footwear,Mid (₹1.5k-5k),4.2,1,1382.0,1878.0,26.41,3681,3647.0,-34.0,-0.9,5087142.0,4,XGBoost
P008930,Realme Eco-Friendly Mobile Accessories 784X,mobiles,mobile accessories,Mid (₹1.5k-5k),4.2,1,3605.0,3937.0,8.43,2575,3228.0,653.0,25.4,9282875.0,5,XGBoost
P008931,Roadster Lightweight Women'S Clothing 549Max,fashion,women's clothing,Value (₹500-1.5k),3.6,0,1277.0,1403.0,8.98,1588,1494.0,-94.0,-5.9,2027876.0,5,XGBoost
P008932,Zebronics Smart Televisions 251Max,electronics,televisions,Value (₹500-1.5k),3.9,0,316.0,594.0,46.8,3849,4526.0,677.0,17.6,1216284.0,4,XGBoost
P008933,Redmi Deluxe Power Banks 107S,mobiles,power banks,Luxury (₹20k+),4.8,1,87985.0,116966.0,24.78,5848,3748.0,-2100.0,-35.9,514536280.0,5,XGBoost
P008934,Apple Smart Smartphones 790,mobiles,smartphones,Luxury (₹20k+),3.1,0,32370.0,37038.0,12.6,1189,986.0,-203.0,-17.1,38487930.0,4,XGBoost
P008935,HRX Eco-Friendly Watches 583S,fashion,watches,Budget (<₹500),3.8,0,245.0,311.0,21.22,2279,2992.0,713.0,31.3,558355.0,4,XGBoost
P008936,Voltas Classic Air Conditioners 137Pro,appliances,air conditioners,Luxury (₹20k+),4.0,1,23335.0,32411.0,28.0,1843,1246.0,-597.0,-32.4,43006405.0,5,XGBoost
P008937,Lakme Pro Personal Care Appliances 934S,beauty & health,personal care appliances,Budget (<₹500),4.0,1,100.0,132.0,24.24,4194,4526.0,332.0,7.9,419400.0,6,XGBoost
P008938,Zebronics Deluxe Storage Devices 468Pro,computers,storage devices,Luxury (₹20k+),3.8,0,47380.0,58250.0,18.66,447,798.0,351.0,78.5,21178860.0,5,XGBoost
P008939,Wildcraft Pro Backpacks 636,luggage & bags,backpacks,Value (₹500-1.5k),4.1,1,400.0,550.0,27.27,1637,2415.0,778.0,47.5,654800.0,4,XGBoost
P008940,Parker Heavy-Duty Stationery 582Pro,office products,stationery,Mid (₹1.5k-5k),3.8,0,1480.0,1962.0,24.57,726,739.0,13.0,1.8,1074480.0,4,XGBoost
P008941,Nestle Essential Beverages 595,grocery & gourmet foods,beverages,Budget (<₹500),4.1,1,77.0,113.0,31.86,6309,4732.0,-1577.0,-25.0,485793.0,4,XGBoost
P008942,Realme Heavy-Duty Power Banks 503S,mobiles,power banks,Budget (<₹500),3.7,0,377.0,490.0,23.06,4673,3489.0,-1184.0,-25.3,1761721.0,5,XGBoost
P008943,Samsung Smart Power Banks 558,mobiles,power banks,Luxury (₹20k+),3.3,0,71533.0,80774.0,11.44,1282,1119.0,-163.0,-12.7,91705306.0,5,XGBoost
P008944,Milton Heavy-Duty Home Decor 976Max,home & kitchen,home decor,Budget (<₹500),3.1,0,301.0,452.0,33.41,1704,1771.0,67.0,3.9,512904.0,5,XGBoost
P008945,Casio Premium Smart Watches 472S,watches,smart watches,Luxury (₹20k+),3.8,0,23394.0,42855.0,45.41,983,868.0,-115.0,-11.7,22996302.0,5,XGBoost
P008946,Wildcraft Advanced Wallets 507Pro,luggage & bags,wallets,Budget (<₹500),3.1,0,313.0,475.0,34.11,1370,1162.0,-208.0,-15.2,428810.0,4,XGBoost
P008947,Logitech Advanced Keyboards & Mice 953Pro,computers,keyboards & mice,Value (₹500-1.5k),3.8,0,473.0,614.0,22.96,2196,2263.0,67.0,3.1,1038708.0,6,XGBoost
P008948,Portronics Eco-Friendly Mobile Accessories 630S,mobiles,mobile accessories,Luxury (₹20k+),4.9,1,46238.0,61871.0,25.27,3952,4272.0,320.0,8.1,182732576.0,5,XGBoost
P008949,Classmate Advanced Office Electronics 789X,office products,office electronics,Value (₹500-1.5k),3.8,0,1038.0,1418.0,26.8,632,718.0,86.0,13.6,656016.0,5,XGBoost
P008950,Chicco Eco-Friendly Toys 920Max,toys & baby products,toys,Budget (<₹500),4.4,1,78.0,102.0,23.53,2900,4849.0,1949.0,67.2,226200.0,4,XGBoost
P008951,Bose Lightweight Televisions 791,electronics,televisions,Premium (₹5k-20k),4.0,1,5851.0,7049.0,17.0,3142,2709.0,-433.0,-13.8,18383842.0,4,XGBoost
P008952,AutoFurnish Advanced Car Care 447X,car & motorbike,car care,Budget (<₹500),4.2,1,79.0,103.0,23.3,2312,2193.0,-119.0,-5.1,182648.0,5,XGBoost
P008953,Pigeon Compact Furniture 819Pro,home & kitchen,furniture,Budget (<₹500),4.2,1,143.0,179.0,20.11,3210,4342.0,1132.0,35.3,459030.0,4,XGBoost
P008954,Fisher-Price Ultra Educational Games 458,toys & baby products,educational games,Premium (₹5k-20k),3.7,0,4818.0,5902.0,18.37,1052,1064.0,12.0,1.1,5068536.0,5,XGBoost
P008955,Local Press Eco-Friendly Children'S Books 853Max,books,children's books,Budget (<₹500),4.1,1,336.0,400.0,16.0,935,1316.0,381.0,40.7,314160.0,6,XGBoost
P008956,Roadster Lightweight Footwear 571,fashion,footwear,Budget (<₹500),2.9,0,202.0,250.0,19.2,3267,1410.0,-1857.0,-56.8,659934.0,4,XGBoost
P008957,Redwolf Advanced Men'S Clothing 234Pro,fashion,men's clothing,Value (₹500-1.5k),4.1,1,351.0,597.0,41.21,8531,4485.0,-4046.0,-47.4,2994381.0,5,XGBoost
P008958,Mothercare Portable Educational Games 899,toys & baby products,educational games,Mid (₹1.5k-5k),4.1,1,2261.0,3069.0,26.33,1562,1490.0,-72.0,-4.6,3531682.0,5,XGBoost
P008959,Zebronics Compact Smart Watches 607Pro,electronics,smart watches,Premium (₹5k-20k),2.9,0,12248.0,15101.0,18.89,791,681.0,-110.0,-13.9,9688168.0,5,XGBoost
P008960,Fossil Premium Women'S Clothing 907Max,fashion,women's clothing,Value (₹500-1.5k),4.2,1,495.0,555.0,10.81,2548,5163.0,2615.0,102.6,1261260.0,5,XGBoost
P008961,Strauss Lightweight Cycling 258S,sports & fitness,cycling,Mid (₹1.5k-5k),3.6,0,2515.0,3634.0,30.79,1425,949.0,-476.0,-33.4,3583875.0,4,XGBoost
P008962,Portronics Premium Mobile Accessories 491Pro,mobiles,mobile accessories,Premium (₹5k-20k),3.1,0,17480.0,19422.0,10.0,1314,899.0,-415.0,-31.6,22968720.0,5,XGBoost
P008963,Luvlap Smart Toys 422X,toys & baby products,toys,Value (₹500-1.5k),4.5,1,1070.0,1462.0,26.81,2861,2969.0,108.0,3.8,3061270.0,4,XGBoost
P008964,Penguin Premium Academic 811X,books,academic,Budget (<₹500),3.6,0,201.0,382.0,47.38,1516,1510.0,-6.0,-0.4,304716.0,4,XGBoost
P008965,Dell Compact Keyboards & Mice 693,computers,keyboards & mice,Luxury (₹20k+),4.5,1,37530.0,51912.0,27.7,3276,2690.0,-586.0,-17.9,122948280.0,6,XGBoost
P008966,boAt Premium Smart Watches 630S,electronics,smart watches,Premium (₹5k-20k),3.6,0,5128.0,6534.0,21.52,1865,1525.0,-340.0,-18.2,9563720.0,5,XGBoost
P008967,JBL Lightweight Cameras 593X,electronics,cameras,Mid (₹1.5k-5k),2.8,0,2065.0,2554.0,19.15,911,852.0,-59.0,-6.5,1881215.0,4,XGBoost
P008968,GARDENIA Everyday Gardening Tools 899Max,garden & outdoors,gardening tools,Mid (₹1.5k-5k),4.2,1,2040.0,2745.0,25.68,1414,1061.0,-353.0,-25.0,2884560.0,5,XGBoost
P008969,Baybee Heavy-Duty Infant Wear 538Max,toys & baby products,infant wear,Budget (<₹500),4.7,1,110.0,143.0,23.08,7186,5517.0,-1669.0,-23.2,790460.0,5,XGBoost
P008970,Bosch Heavy-Duty Microwaves 458,appliances,microwaves,Mid (₹1.5k-5k),3.5,0,2257.0,4224.0,46.57,2403,1978.0,-425.0,-17.7,5423571.0,4,XGBoost
P008971,Wonderchef Lightweight Home Decor 683S,home & kitchen,home decor,Value (₹500-1.5k),4.7,1,984.0,1371.0,28.23,3417,4243.0,826.0,24.2,3362328.0,5,XGBoost
P008972,Milton Deluxe Furniture 122Pro,home & kitchen,furniture,Value (₹500-1.5k),3.8,0,580.0,701.0,17.26,7392,2864.0,-4528.0,-61.3,4287360.0,4,XGBoost
P008973,Garnier Advanced Personal Care Appliances 708S,beauty & health,personal care appliances,Value (₹500-1.5k),4.6,1,286.0,555.0,48.47,3549,4996.0,1447.0,40.8,1015014.0,6,XGBoost
P008974,Truphe Wireless Gardening Tools 764X,garden & outdoors,gardening tools,Premium (₹5k-20k),4.6,1,3743.0,8151.0,54.08,1225,855.0,-370.0,-30.2,4585175.0,5,XGBoost
P008975,Samsung Smart Power Banks 679,mobiles,power banks,Premium (₹5k-20k),3.3,0,4429.0,7288.0,39.23,2076,2407.0,331.0,15.9,9194604.0,5,XGBoost
P008976,HP Ultra Monitors 214,computers,monitors,Mid (₹1.5k-5k),4.3,1,3103.0,4567.0,32.06,4406,2951.0,-1455.0,-33.0,13671818.0,4,XGBoost
P008977,Logitech Eco-Friendly Storage Devices 363Max,computers,storage devices,Premium (₹5k-20k),4.0,1,8880.0,10204.0,12.98,1873,1258.0,-615.0,-32.8,16632240.0,5,XGBoost
P008978,Sonata Everyday Smart Watches 873Pro,watches,smart watches,Premium (₹5k-20k),3.5,0,13786.0,15982.0,13.74,939,511.0,-428.0,-45.6,12945054.0,5,XGBoost
P008979,Samsung Wireless Headphones 850X,electronics,headphones,Value (₹500-1.5k),4.3,1,1020.0,1133.0,9.97,3285,3575.0,290.0,8.8,3350700.0,4,XGBoost
P008980,GARDENIA Pro Gardening Tools 281S,garden & outdoors,gardening tools,Budget (<₹500),3.7,0,143.0,161.0,11.18,477,650.0,173.0,36.3,68211.0,5,XGBoost
P008981,GARDENIA Smart Grills 757S,garden & outdoors,grills,Value (₹500-1.5k),4.2,1,681.0,763.0,10.75,1061,1009.0,-52.0,-4.9,722541.0,4,XGBoost
P008982,boAt Portable Smart Watches 118S,electronics,smart watches,Value (₹500-1.5k),4.6,1,504.0,810.0,37.78,7262,6407.0,-855.0,-11.8,3660048.0,5,XGBoost
P008983,Bosch Classic Lab Equipment 559X,industrial & scientific,lab equipment,Luxury (₹20k+),4.1,1,17146.0,24872.0,31.06,410,332.0,-78.0,-19.0,7029860.0,5,XGBoost
P008984,Samsonite Everyday Backpacks 412S,luggage & bags,backpacks,Mid (₹1.5k-5k),4.2,1,3013.0,3168.0,4.89,889,1424.0,535.0,60.2,2678557.0,4,XGBoost
P008985,HP Essential Storage Devices 189S,computers,storage devices,Premium (₹5k-20k),4.1,1,7074.0,9100.0,22.26,1157,1675.0,518.0,44.8,8184618.0,5,XGBoost
P008986,Redwolf Eco-Friendly Women'S Clothing 995X,fashion,women's clothing,Budget (<₹500),4.2,1,89.0,211.0,57.82,3795,5591.0,1796.0,47.3,337755.0,5,XGBoost
P008987,Tata Ultra Organic Foods 720S,grocery & gourmet foods,organic foods,Mid (₹1.5k-5k),4.7,1,1401.0,1836.0,23.69,3255,3684.0,429.0,13.2,4560255.0,5,XGBoost
P008988,Wildcraft Eco-Friendly Wallets 847Pro,luggage & bags,wallets,Value (₹500-1.5k),4.9,1,1290.0,1492.0,13.54,2406,2766.0,360.0,15.0,3103740.0,4,XGBoost
P008989,Fossil Lightweight Footwear 787Pro,fashion,footwear,Mid (₹1.5k-5k),4.3,1,1688.0,2645.0,36.18,3802,4017.0,215.0,5.7,6417776.0,4,XGBoost
P008990,Zebronics Advanced Laptops 818S,computers,laptops,Value (₹500-1.5k),3.7,0,353.0,552.0,36.05,3069,2500.0,-569.0,-18.5,1083357.0,4,XGBoost
P008991,Juarez Ultra Keyboards 625X,music & instruments,keyboards,Premium (₹5k-20k),4.0,1,8494.0,8793.0,3.4,388,270.0,-118.0,-30.4,3295672.0,4,XGBoost
P008992,HRX Heavy-Duty Men'S Clothing 857Max,fashion,men's clothing,Budget (<₹500),3.7,0,164.0,238.0,31.09,5303,3373.0,-1930.0,-36.4,869692.0,5,XGBoost
P008993,AutoFurnish Deluxe Car Care 620Pro,car & motorbike,car care,Mid (₹1.5k-5k),3.3,0,1951.0,2816.0,30.72,265,455.0,190.0,71.7,517015.0,5,XGBoost
P008994,Ptron Deluxe Cameras 672Max,electronics,cameras,Premium (₹5k-20k),5.0,1,7199.0,9350.0,23.01,3333,4511.0,1178.0,35.3,23994267.0,4,XGBoost
P008995,24 Mantra Classic Staples 350X,grocery & gourmet foods,staples,Budget (<₹500),3.6,0,192.0,272.0,29.41,1804,1742.0,-62.0,-3.4,346368.0,5,XGBoost
P008996,Cello Lightweight Home Decor 522Max,home & kitchen,home decor,Mid (₹1.5k-5k),4.1,1,2126.0,2549.0,16.59,1855,1851.0,-4.0,-0.2,3943730.0,5,XGBoost
P008997,Portronics Portable Power Banks 928,mobiles,power banks,Premium (₹5k-20k),3.2,0,11533.0,17061.0,32.4,2484,1471.0,-1013.0,-40.8,28647972.0,5,XGBoost
P008998,Rupa Publications Compact Academic 295S,books,academic,Budget (<₹500),4.1,1,142.0,226.0,37.17,2497,2294.0,-203.0,-8.1,354574.0,5,XGBoost
P008999,Fastrack Smart Watch Accessories 424Max,watches,watch accessories,Mid (₹1.5k-5k),3.7,0,3341.0,3888.0,14.07,1176,837.0,-339.0,-28.8,3929016.0,5,XGBoost
P009000,Local Press Eco-Friendly Children'S Books 581Pro,books,children's books,Budget (<₹500),3.4,0,167.0,195.0,14.36,886,753.0,-133.0,-15.0,147962.0,6,XGBoost
P009001,Fabindia Lightweight Watches 384,fashion,watches,Premium (₹5k-20k),3.5,0,7215.0,7428.0,2.87,468,699.0,231.0,49.4,3376620.0,4,XGBoost
P009002,Zebronics Eco-Friendly Headphones 234S,electronics,headphones,Premium (₹5k-20k),4.4,1,14276.0,18823.0,24.16,1830,2499.0,669.0,36.6,26125080.0,4,XGBoost
P009003,Redwolf Portable Men'S Clothing 742Pro,fashion,men's clothing,Budget (<₹500),3.8,0,256.0,370.0,30.81,2367,3197.0,830.0,35.1,605952.0,5,XGBoost
P009004,Wonderchef Ultra Cookware 717S,home & kitchen,cookware,Value (₹500-1.5k),3.0,0,437.0,733.0,40.38,1246,1217.0,-29.0,-2.3,544502.0,4,XGBoost
P009005,Weber Portable Outdoor Furniture 495Max,garden & outdoors,outdoor furniture,Value (₹500-1.5k),3.4,0,730.0,781.0,6.53,217,287.0,70.0,32.3,158410.0,5,XGBoost
P009006,Dove Classic Makeup 104Pro,beauty & health,makeup,Mid (₹1.5k-5k),4.8,1,1482.0,1856.0,20.15,2948,3329.0,381.0,12.9,4368936.0,4,XGBoost
P009007,Fastrack Compact Watch Accessories 765,watches,watch accessories,Luxury (₹20k+),3.7,0,31745.0,34364.0,7.62,225,446.0,221.0,98.2,7142625.0,5,XGBoost
P009008,Redwolf Wireless Men'S Clothing 262Pro,fashion,men's clothing,Budget (<₹500),4.0,1,250.0,298.0,16.11,4138,4010.0,-128.0,-3.1,1034500.0,5,XGBoost
P009009,Fiskars Premium Outdoor Furniture 483S,garden & outdoors,outdoor furniture,Value (₹500-1.5k),3.9,0,971.0,1479.0,34.35,1129,812.0,-317.0,-28.1,1096259.0,5,XGBoost
