Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
12365,Garnier Lightweight Haircare 345Max,beauty & health,haircare,4.1,2112,₹217,₹227,https://example-cdn.local/img/811085.jpg,https://example.local/product/817728
12366,24 Mantra Eco-Friendly Organic Foods 222S,grocery & gourmet foods,organic foods,2.6,646,₹74,₹84,https://example-cdn.local/img/193625.jpg,https://example.local/product/866715
12367,Bose Heavy-Duty Headphones 609Max,electronics,headphones,2.6,1184,"₹1,418","₹2,052",https://example-cdn.local/img/201915.jpg,https://example.local/product/992362
12368,Pigeon Compact Furniture 670Pro,home & kitchen,furniture,3.4,1098,"₹1,223","₹1,735",https://example-cdn.local/img/536845.jpg,https://example.local/product/594911
12369,Lenovo Compact Monitors 531Pro,computers,monitors,3.5,742,"₹56,006","₹84,267",https://example-cdn.local/img/320470.jpg,https://example.local/product/956755
12370,Mothercare Advanced Educational Games 494Pro,toys & baby products,educational games,4.1,2857,₹169,₹219,https://example-cdn.local/img/703156.jpg,https://example.local/product/376385
12371,iBell Premium Hand Tools 171Max,home improvement,hand tools,4.2,2213,₹299,₹422,https://example-cdn.local/img/518352.jpg,https://example.local/product/726618
12372,Basil Advanced Pet Accessories 209X,pet supplies,pet accessories,3.5,812,₹836,"₹2,043",https://example-cdn.local/img/516330.jpg,https://example.local/product/487925
12373,3M Ultra Bike Accessories 415Max,car & motorbike,bike accessories,4.6,2935,"₹2,858","₹3,415",https://example-cdn.local/img/393682.jpg,https://example.local/product/523512
12374,Casio Portable Analog Watches 186Pro,watches,analog watches,4.2,1823,"₹12,785","₹15,307",https://example-cdn.local/img/976588.jpg,https://example.local/product/458184
12375,GARDENIA Lightweight Grills 317Max,garden & outdoors,grills,5.0,2449,₹111,₹163,https://example-cdn.local/img/545277.jpg,https://example.local/product/385611
12376,HRX Deluxe Watches 385Max,fashion,watches,3.7,5120,₹159,₹279,https://example-cdn.local/img/162055.jpg,https://example.local/product/641979
12377,Realme Compact Smartphones 570S,mobiles,smartphones,3.2,1136,"₹17,492","₹25,695",https://example-cdn.local/img/800892.jpg,https://example.local/product/945262
12378,Skybags Eco-Friendly Backpacks 124X,luggage & bags,backpacks,3.7,886,₹694,₹973,https://example-cdn.local/img/298234.jpg,https://example.local/product/833208
12379,Amazon Basics Lightweight Home Decor 610,home & kitchen,home decor,3.9,3350,₹178,₹226,https://example-cdn.local/img/179944.jpg,https://example.local/product/886683
12380,Bose Lightweight Smart Watches 457Max,electronics,smart watches,4.0,6068,₹727,₹835,https://example-cdn.local/img/988205.jpg,https://example.local/product/283980
12381,Pigeon Pro Furniture 417X,home & kitchen,furniture,4.6,4539,₹178,₹317,https://example-cdn.local/img/228957.jpg,https://example.local/product/224842
12382,Spidy Moto Wireless Car Accessories 454S,car & motorbike,car accessories,4.7,799,"₹4,842","₹7,341",https://example-cdn.local/img/930210.jpg,https://example.local/product/879545
12383,Fisher-Price Essential Educational Games 995S,toys & baby products,educational games,3.0,1529,"₹1,024","₹1,258",https://example-cdn.local/img/598784.jpg,https://example.local/product/182717
12384,Kore Essential Yoga 293Pro,sports & fitness,yoga,4.5,1453,"₹4,926","₹5,722",https://example-cdn.local/img/401476.jpg,https://example.local/product/233591
12385,Prestige Advanced Cookware 946Max,home & kitchen,cookware,3.8,1916,"₹3,091","₹3,634",https://example-cdn.local/img/824753.jpg,https://example.local/product/147192
12386,Local Brand Portable Staples 558Max,grocery & gourmet foods,staples,4.0,3678,₹316,₹564,https://example-cdn.local/img/505205.jpg,https://example.local/product/629532
12387,Juarez Ultra Accessories 477,music & instruments,accessories,3.7,397,₹325,₹497,https://example-cdn.local/img/151479.jpg,https://example.local/product/726076
12388,Funskool Everyday Toys 395X,toys & baby products,toys,4.0,2667,₹325,₹386,https://example-cdn.local/img/471939.jpg,https://example.local/product/664511
12389,Lakme Advanced Skincare 960X,beauty & health,skincare,4.4,2593,₹242,₹302,https://example-cdn.local/img/110100.jpg,https://example.local/product/401506
12390,Lenovo Advanced Monitors 260X,computers,monitors,4.1,1908,"₹4,606","₹5,309",https://example-cdn.local/img/953090.jpg,https://example.local/product/693243
12391,GARDENIA Heavy-Duty Grills 314,garden & outdoors,grills,3.6,1118,₹577,₹709,https://example-cdn.local/img/151952.jpg,https://example.local/product/497676
12392,Nivea Advanced Skincare 759,beauty & health,skincare,3.4,829,"₹1,290","₹1,772",https://example-cdn.local/img/189332.jpg,https://example.local/product/679123
12393,WOW Compact Makeup 121,beauty & health,makeup,3.1,1005,₹102,₹122,https://example-cdn.local/img/926627.jpg,https://example.local/product/379160
12394,Generic Deluxe Lab Equipment 593X,industrial & scientific,lab equipment,4.2,226,"₹24,350","₹27,771",https://example-cdn.local/img/386982.jpg,https://example.local/product/618012
12395,Baybee Compact Baby Care 874Pro,toys & baby products,baby care,3.7,1365,₹885,"₹1,423",https://example-cdn.local/img/727930.jpg,https://example.local/product/262542
12396,Tata Smart Staples 110,grocery & gourmet foods,staples,3.9,5963,₹49,₹61,https://example-cdn.local/img/295198.jpg,https://example.local/product/136174
12397,Mamaearth Eco-Friendly Makeup 417X,beauty & health,makeup,4.3,4489,₹540,₹764,https://example-cdn.local/img/767374.jpg,https://example.local/product/556543
12398,Basil Ultra Pet Accessories 970Max,pet supplies,pet accessories,4.3,742,"₹2,075","₹2,921",https://example-cdn.local/img/999080.jpg,https://example.local/product/905106
12399,Cheston Ultra Electricals 513,home improvement,electricals,3.0,668,"₹2,166","₹5,151",https://example-cdn.local/img/123997.jpg,https://example.local/product/527162
12400,Sony Advanced Smart Watches 613S,electronics,smart watches,3.6,2643,"₹1,760","₹2,275",https://example-cdn.local/img/198288.jpg,https://example.local/product/625537
12401,Bosch Advanced Paint Supplies 821S,home improvement,paint supplies,3.7,621,"₹8,139","₹10,953",https://example-cdn.local/img/400066.jpg,https://example.local/product/368647
12402,Redwolf Classic Men'S Clothing 677X,fashion,men's clothing,5.0,11269,₹578,"₹1,000",https://example-cdn.local/img/620658.jpg,https://example.local/product/772470
12403,Noise Deluxe Televisions 831Pro,electronics,televisions,4.3,2441,"₹23,177","₹37,011",https://example-cdn.local/img/421836.jpg,https://example.local/product/510338
12404,Wonderchef Lightweight Cookware 667,home & kitchen,cookware,4.4,1742,"₹9,010","₹15,107",https://example-cdn.local/img/296989.jpg,https://example.local/product/653590
12405,Fastrack Advanced Watch Accessories 978X,watches,watch accessories,3.9,2298,₹975,"₹1,102",https://example-cdn.local/img/361375.jpg,https://example.local/product/432293
12406,Fabindia Eco-Friendly Footwear 901X,fashion,footwear,4.4,2483,"₹5,027","₹7,635",https://example-cdn.local/img/250464.jpg,https://example.local/product/276713
12407,3M Advanced Car Accessories 725,car & motorbike,car accessories,4.5,2802,₹131,₹193,https://example-cdn.local/img/113567.jpg,https://example.local/product/836380
12408,LEGO Compact Infant Wear 622,toys & baby products,infant wear,4.0,2594,₹221,₹324,https://example-cdn.local/img/131474.jpg,https://example.local/product/233889
12409,Rupa Publications Eco-Friendly Academic 332X,books,academic,4.6,1984,₹348,₹484,https://example-cdn.local/img/480077.jpg,https://example.local/product/494972
12410,Garnier Deluxe Haircare 875Pro,beauty & health,haircare,3.5,2640,₹485,₹704,https://example-cdn.local/img/693826.jpg,https://example.local/product/499616
12411,iBell Advanced Paint Supplies 188,home improvement,paint supplies,5.0,6927,₹100,₹241,https://example-cdn.local/img/768171.jpg,https://example.local/product/656127
12412,Philips Smart Personal Care Appliances 966Pro,beauty & health,personal care appliances,2.9,587,₹381,₹414,https://example-cdn.local/img/301074.jpg,https://example.local/product/374982
12413,Fabindia Everyday Watches 330X,fashion,watches,4.5,3731,"₹1,464","₹1,645",https://example-cdn.local/img/415309.jpg,https://example.local/product/480379
12414,American Tourister Smart Suitcases 560S,luggage & bags,suitcases,4.7,1971,"₹1,223","₹1,306",https://example-cdn.local/img/686962.jpg,https://example.local/product/757280
12415,Pedigree Eco-Friendly Pet Grooming 574X,pet supplies,pet grooming,4.7,2003,₹262,₹368,https://example-cdn.local/img/160146.jpg,https://example.local/product/841478
12416,Portronics Heavy-Duty Mobile Accessories 683X,mobiles,mobile accessories,3.5,993,"₹48,376","₹54,645",https://example-cdn.local/img/220941.jpg,https://example.local/product/874453
12417,Rupa Publications Portable Fiction 738S,books,fiction,4.3,1940,₹334,₹431,https://example-cdn.local/img/880025.jpg,https://example.local/product/573160
12418,Wildcraft Ultra Wallets 356Max,luggage & bags,wallets,4.7,3274,₹286,₹367,https://example-cdn.local/img/929644.jpg,https://example.local/product/303121
12419,Penguin Pro Children'S Books 132X,books,children's books,4.2,2384,"₹1,253","₹1,508",https://example-cdn.local/img/539064.jpg,https://example.local/product/837802
12420,Samsonite Everyday Backpacks 865X,luggage & bags,backpacks,3.9,2154,₹283,₹475,https://example-cdn.local/img/549617.jpg,https://example.local/product/668242
12421,Kore Heavy-Duty Cycling 735Max,sports & fitness,cycling,3.2,783,₹986,"₹1,181",https://example-cdn.local/img/630304.jpg,https://example.local/product/733377
12422,Ptron Smart Speakers 623,electronics,speakers,3.3,2392,₹517,₹666,https://example-cdn.local/img/195890.jpg,https://example.local/product/250757
12423,Milton Wireless Home Decor 184S,home & kitchen,home decor,4.3,2300,₹340,₹496,https://example-cdn.local/img/901451.jpg,https://example.local/product/895961
12424,American Tourister Ultra Wallets 129Pro,luggage & bags,wallets,4.1,2130,"₹2,376","₹3,044",https://example-cdn.local/img/485843.jpg,https://example.local/product/707683
12425,Kore Deluxe Gym Equipment 793,sports & fitness,gym equipment,4.2,2195,₹923,"₹1,349",https://example-cdn.local/img/567334.jpg,https://example.local/product/736021
12426,Roadster Compact Footwear 317X,fashion,footwear,4.5,6055,₹414,₹846,https://example-cdn.local/img/758553.jpg,https://example.local/product/541839
12427,Wonderchef Deluxe Kitchen Storage 631Pro,home & kitchen,kitchen storage,3.5,1194,"₹9,420","₹13,069",https://example-cdn.local/img/911371.jpg,https://example.local/product/963438
12428,Whirlpool Compact Air Conditioners 298X,appliances,air conditioners,3.9,2063,"₹5,995","₹7,712",https://example-cdn.local/img/567408.jpg,https://example.local/product/928301
12429,Carrier Compact Washing Machines 889S,appliances,washing machines,5.0,2746,"₹18,577","₹35,272",https://example-cdn.local/img/580988.jpg,https://example.local/product/974934
12430,Nivea Eco-Friendly Haircare 955S,beauty & health,haircare,5.0,5931,₹158,₹239,https://example-cdn.local/img/197190.jpg,https://example.local/product/967751
12431,Apple Compact Smartphones 116X,mobiles,smartphones,3.8,2047,₹490,₹516,https://example-cdn.local/img/391813.jpg,https://example.local/product/543984
12432,Noise Essential Cameras 916S,electronics,cameras,3.2,1450,"₹3,526","₹5,564",https://example-cdn.local/img/288764.jpg,https://example.local/product/910337
12433,Ambrane Ultra Smartphones 979Max,mobiles,smartphones,3.9,4277,"₹1,403","₹2,377",https://example-cdn.local/img/979336.jpg,https://example.local/product/486504
12434,24 Mantra Heavy-Duty Beverages 429S,grocery & gourmet foods,beverages,4.1,2515,₹108,₹142,https://example-cdn.local/img/677612.jpg,https://example.local/product/314350
12435,Wildcraft Eco-Friendly Backpacks 475,luggage & bags,backpacks,3.7,536,"₹6,744","₹7,970",https://example-cdn.local/img/260449.jpg,https://example.local/product/924996
12436,Michelin Essential Bike Accessories 136Max,car & motorbike,bike accessories,4.1,1141,"₹5,096","₹5,841",https://example-cdn.local/img/196603.jpg,https://example.local/product/634486
12437,Lakme Pro Haircare 559X,beauty & health,haircare,4.4,5205,₹311,₹501,https://example-cdn.local/img/351526.jpg,https://example.local/product/490098
12438,Adidas Pro Cycling 303X,sports & fitness,cycling,4.2,1504,"₹3,068","₹3,475",https://example-cdn.local/img/599150.jpg,https://example.local/product/318428
12439,Realme Compact Smartphones 332,mobiles,smartphones,4.0,2840,"₹12,523","₹21,814",https://example-cdn.local/img/106208.jpg,https://example.local/product/762797
12440,Sonata Lightweight Analog Watches 440Max,watches,analog watches,3.6,402,"₹10,516","₹14,108",https://example-cdn.local/img/868476.jpg,https://example.local/product/294613
12441,Portronics Lightweight Cases & Covers 779S,mobiles,cases & covers,4.0,2942,"₹14,171","₹26,755",https://example-cdn.local/img/171212.jpg,https://example.local/product/870018
12442,Rupa Publications Lightweight Children'S Books 715,books,children's books,3.6,986,₹318,₹374,https://example-cdn.local/img/947118.jpg,https://example.local/product/624068
12443,Dove Essential Personal Care Appliances 886Max,beauty & health,personal care appliances,4.0,5490,₹90,₹138,https://example-cdn.local/img/901342.jpg,https://example.local/product/844094
12444,HP Essential Monitors 607S,computers,monitors,4.8,2022,"₹16,369","₹19,970",https://example-cdn.local/img/195419.jpg,https://example.local/product/111594
12445,Carrier Compact Washing Machines 994X,appliances,washing machines,3.9,1271,"₹33,904","₹35,281",https://example-cdn.local/img/548989.jpg,https://example.local/product/230039
12446,Cello Lightweight Stationery 170Max,office products,stationery,3.8,899,₹647,₹952,https://example-cdn.local/img/721909.jpg,https://example.local/product/264049
12447,Fastrack Classic Analog Watches 662S,watches,analog watches,3.5,1530,₹657,₹798,https://example-cdn.local/img/908817.jpg,https://example.local/product/663029
12448,Classmate Compact Stationery 397,office products,stationery,3.5,633,₹233,₹265,https://example-cdn.local/img/278468.jpg,https://example.local/product/717016
12449,Local Press Lightweight Fiction 221S,books,fiction,4.0,1938,₹612,₹673,https://example-cdn.local/img/632486.jpg,https://example.local/product/471579
12450,Apple Advanced Mobile Accessories 265,mobiles,mobile accessories,3.0,3273,₹999,"₹1,290",https://example-cdn.local/img/711874.jpg,https://example.local/product/609267
12451,Cheston Lightweight Paint Supplies 184S,home improvement,paint supplies,4.5,1334,"₹2,029","₹4,483",https://example-cdn.local/img/412794.jpg,https://example.local/product/766221
12452,Ambrane Pro Power Banks 330Max,mobiles,power banks,3.2,1445,"₹1,525","₹1,912",https://example-cdn.local/img/581859.jpg,https://example.local/product/440870
12453,Yamaha Ultra Accessories 953,music & instruments,accessories,3.6,237,₹257,₹332,https://example-cdn.local/img/937586.jpg,https://example.local/product/568487
12454,Apple Advanced Storage Devices 602Pro,computers,storage devices,3.0,617,"₹42,935","₹58,536",https://example-cdn.local/img/236578.jpg,https://example.local/product/161209
12455,Rupa Publications Pro Children'S Books 881,books,children's books,4.5,1296,"₹1,340","₹1,573",https://example-cdn.local/img/526580.jpg,https://example.local/product/433977
12456,Portronics Deluxe Cases & Covers 470S,mobiles,cases & covers,3.7,4449,₹298,₹342,https://example-cdn.local/img/250348.jpg,https://example.local/product/918014
12457,Wildcraft Deluxe Suitcases 487Max,luggage & bags,suitcases,4.5,2285,"₹2,319","₹2,726",https://example-cdn.local/img/318147.jpg,https://example.local/product/639982
12458,Redmi Heavy-Duty Smartphones 623Max,mobiles,smartphones,3.6,3946,₹241,₹535,https://example-cdn.local/img/262048.jpg,https://example.local/product/740902
12459,Ambrane Smart Power Banks 825Max,mobiles,power banks,4.1,2532,₹848,"₹1,005",https://example-cdn.local/img/988232.jpg,https://example.local/product/374524
12460,Mothercare Deluxe Infant Wear 190X,toys & baby products,infant wear,4.7,4395,₹646,₹738,https://example-cdn.local/img/513641.jpg,https://example.local/product/108710
12461,Pedigree Classic Pet Accessories 120,pet supplies,pet accessories,4.2,748,₹242,₹287,https://example-cdn.local/img/555628.jpg,https://example.local/product/892981
12462,Cello Wireless Cookware 787Pro,home & kitchen,cookware,3.7,1344,₹449,₹584,https://example-cdn.local/img/131940.jpg,https://example.local/product/519385
12463,Tata Portable Snacks 185Max,grocery & gourmet foods,snacks,4.1,3846,₹660,"₹1,291",https://example-cdn.local/img/239619.jpg,https://example.local/product/914412
12464,American Tourister Compact Suitcases 758Max,luggage & bags,suitcases,4.4,3935,₹235,₹492,https://example-cdn.local/img/706652.jpg,https://example.local/product/596744
12465,Casio Portable Watch Accessories 813X,watches,watch accessories,4.0,682,"₹25,791","₹31,429",https://example-cdn.local/img/898039.jpg,https://example.local/product/426820
12466,Michelin Lightweight Bike Accessories 455S,car & motorbike,bike accessories,4.9,1374,₹296,₹312,https://example-cdn.local/img/123291.jpg,https://example.local/product/582641
12467,Funskool Lightweight Baby Care 228,toys & baby products,baby care,4.3,2585,₹722,"₹1,102",https://example-cdn.local/img/518668.jpg,https://example.local/product/710956
12468,BE SAVAGE Essential Yoga 535X,sports & fitness,yoga,3.6,1036,"₹1,860","₹2,422",https://example-cdn.local/img/265626.jpg,https://example.local/product/573101
12469,Lakme Pro Skincare 561Max,beauty & health,skincare,3.4,4767,₹109,₹127,https://example-cdn.local/img/437908.jpg,https://example.local/product/987247
12470,Spidy Moto Compact Car Accessories 275S,car & motorbike,car accessories,4.6,4230,₹131,₹192,https://example-cdn.local/img/963469.jpg,https://example.local/product/162672
12471,Basil Essential Pet Grooming 112,pet supplies,pet grooming,3.7,1643,₹223,₹368,https://example-cdn.local/img/753482.jpg,https://example.local/product/374160
12472,Pigeon Ultra Home Decor 120Max,home & kitchen,home decor,4.1,1172,"₹5,783","₹6,099",https://example-cdn.local/img/561679.jpg,https://example.local/product/280290
12473,24 Mantra Compact Snacks 139,grocery & gourmet foods,snacks,4.9,8291,₹143,₹247,https://example-cdn.local/img/645512.jpg,https://example.local/product/474422
12474,Garnier Lightweight Personal Care Appliances 338S,beauty & health,personal care appliances,4.5,7190,₹136,₹243,https://example-cdn.local/img/677840.jpg,https://example.local/product/619261
12475,Basil Everyday Pet Grooming 443,pet supplies,pet grooming,4.3,631,"₹1,418","₹1,684",https://example-cdn.local/img/667285.jpg,https://example.local/product/185754
12476,Adidas Compact Yoga 432Pro,sports & fitness,yoga,3.8,547,"₹8,438","₹9,333",https://example-cdn.local/img/714999.jpg,https://example.local/product/805979
12477,Local Brand Essential Snacks 129S,grocery & gourmet foods,snacks,3.9,703,"₹1,344","₹1,370",https://example-cdn.local/img/775791.jpg,https://example.local/product/490875
12478,Kore Eco-Friendly Gym Equipment 436S,sports & fitness,gym equipment,2.4,707,₹228,₹346,https://example-cdn.local/img/428468.jpg,https://example.local/product/667506
12479,Pedigree Everyday Pet Grooming 634Pro,pet supplies,pet grooming,3.7,836,₹677,"₹1,091",https://example-cdn.local/img/267054.jpg,https://example.local/product/609136
12480,Cheston Advanced Paint Supplies 108Max,home improvement,paint supplies,4.3,1292,₹360,₹565,https://example-cdn.local/img/154878.jpg,https://example.local/product/873646
12481,OnePlus Lightweight Power Banks 923S,mobiles,power banks,3.9,3480,₹799,"₹1,007",https://example-cdn.local/img/310872.jpg,https://example.local/product/622439
12482,Ptron Essential Speakers 976,electronics,speakers,4.2,1620,"₹24,669","₹30,981",https://example-cdn.local/img/814979.jpg,https://example.local/product/531142
12483,Spidy Moto Deluxe Car Accessories 418Max,car & motorbike,car accessories,4.0,456,"₹6,086","₹8,845",https://example-cdn.local/img/403547.jpg,https://example.local/product/410881
12484,Nestle Portable Staples 884S,grocery & gourmet foods,staples,4.1,6529,₹82,₹146,https://example-cdn.local/img/242527.jpg,https://example.local/product/500216
12485,HP Compact Laptops 657Max,computers,laptops,3.6,880,"₹52,410","₹73,364",https://example-cdn.local/img/899367.jpg,https://example.local/product/325295
12486,Tommy Hilfiger Smart Men'S Clothing 302,fashion,men's clothing,3.6,2247,"₹1,076","₹1,696",https://example-cdn.local/img/419651.jpg,https://example.local/product/116544
12487,Michelin Ultra Car Accessories 288,car & motorbike,car accessories,4.2,1323,₹129,₹133,https://example-cdn.local/img/291298.jpg,https://example.local/product/997022
12488,Titan Everyday Analog Watches 756Pro,watches,analog watches,3.8,526,"₹27,107","₹29,386",https://example-cdn.local/img/928994.jpg,https://example.local/product/467159
12489,Skybags Lightweight Suitcases 677Pro,luggage & bags,suitcases,4.1,718,"₹5,562","₹7,798",https://example-cdn.local/img/126120.jpg,https://example.local/product/407855
12490,Bose Deluxe Televisions 304Max,electronics,televisions,5.0,6834,₹745,₹790,https://example-cdn.local/img/413952.jpg,https://example.local/product/743607
12491,Drools Everyday Pet Food 648S,pet supplies,pet food,4.4,1129,"₹1,150","₹1,357",https://example-cdn.local/img/695928.jpg,https://example.local/product/622901
12492,WOW Pro Skincare 176Pro,beauty & health,skincare,4.6,3912,₹591,"₹1,325",https://example-cdn.local/img/749897.jpg,https://example.local/product/151617
12493,Nivea Advanced Haircare 271Pro,beauty & health,haircare,4.6,2814,₹696,₹871,https://example-cdn.local/img/713862.jpg,https://example.local/product/709717
12494,Realme Essential Cases & Covers 142X,mobiles,cases & covers,3.3,2141,₹514,₹594,https://example-cdn.local/img/632051.jpg,https://example.local/product/728890
12495,Dell Compact Keyboards & Mice 848S,computers,keyboards & mice,3.5,618,"₹12,197","₹15,994",https://example-cdn.local/img/581089.jpg,https://example.local/product/366876
12496,Fisher-Price Wireless Infant Wear 384S,toys & baby products,infant wear,3.5,586,"₹1,444","₹1,636",https://example-cdn.local/img/649175.jpg,https://example.local/product/930278
12497,Portronics Everyday Cases & Covers 963S,mobiles,cases & covers,3.8,2172,"₹3,400","₹3,686",https://example-cdn.local/img/118188.jpg,https://example.local/product/573024
12498,Sonata Everyday Watch Accessories 397,watches,watch accessories,4.1,2397,"₹1,149","₹2,030",https://example-cdn.local/img/885809.jpg,https://example.local/product/593088
12499,OnePlus Portable Cases & Covers 345X,mobiles,cases & covers,4.5,16393,₹266,₹398,https://example-cdn.local/img/896345.jpg,https://example.local/product/960274
12500,Tata Ultra Staples 379S,grocery & gourmet foods,staples,4.6,1975,₹166,₹181,https://example-cdn.local/img/384218.jpg,https://example.local/product/273848
12501,Zebronics Heavy-Duty Cameras 877Max,electronics,cameras,4.2,5551,₹477,₹576,https://example-cdn.local/img/332470.jpg,https://example.local/product/272312
12502,Fossil Smart Footwear 990S,fashion,footwear,4.0,2548,"₹1,848","₹1,960",https://example-cdn.local/img/797725.jpg,https://example.local/product/521713
12503,Samsung Essential Washing Machines 608,appliances,washing machines,4.0,1181,"₹13,074","₹15,457",https://example-cdn.local/img/536864.jpg,https://example.local/product/731351
12504,Prestige Wireless Furniture 885Pro,home & kitchen,furniture,4.6,2265,"₹10,299","₹11,037",https://example-cdn.local/img/735197.jpg,https://example.local/product/733573
12505,Wonderchef Essential Cookware 661,home & kitchen,cookware,3.2,374,"₹19,288","₹24,058",https://example-cdn.local/img/105018.jpg,https://example.local/product/440246
12506,Casio Ultra Watch Accessories 901,watches,watch accessories,4.6,3650,₹669,₹702,https://example-cdn.local/img/918922.jpg,https://example.local/product/220261
12507,Logitech Lightweight Keyboards & Mice 351S,computers,keyboards & mice,4.2,1260,"₹6,483","₹8,120",https://example-cdn.local/img/411005.jpg,https://example.local/product/203226
12508,Pigeon Classic Home Decor 489S,home & kitchen,home decor,5.0,6032,"₹1,672","₹2,338",https://example-cdn.local/img/144924.jpg,https://example.local/product/359029
12509,Fastrack Lightweight Analog Watches 420,watches,analog watches,2.9,521,"₹1,442","₹1,644",https://example-cdn.local/img/236618.jpg,https://example.local/product/672394
12510,Luvlap Compact Toys 656S,toys & baby products,toys,4.4,1686,"₹1,284","₹1,742",https://example-cdn.local/img/741629.jpg,https://example.local/product/172508
12511,Realme Heavy-Duty Power Banks 279,mobiles,power banks,4.5,3194,"₹17,968","₹20,355",https://example-cdn.local/img/687614.jpg,https://example.local/product/233166
12512,Cello Heavy-Duty Stationery 112Pro,office products,stationery,3.9,1280,₹106,₹154,https://example-cdn.local/img/950184.jpg,https://example.local/product/505229
12513,Decathlon Smart Sportswear 908X,sports & fitness,sportswear,5.0,2907,"₹2,919","₹3,043",https://example-cdn.local/img/713258.jpg,https://example.local/product/531823
12514,Ptron Smart Speakers 766Pro,electronics,speakers,3.7,3716,₹529,₹556,https://example-cdn.local/img/789775.jpg,https://example.local/product/250767
12515,Noise Premium Speakers 558Max,electronics,speakers,4.1,1763,"₹16,236","₹20,370",https://example-cdn.local/img/514842.jpg,https://example.local/product/526685
12516,Basil Portable Pet Grooming 203,pet supplies,pet grooming,3.4,875,₹188,₹423,https://example-cdn.local/img/613866.jpg,https://example.local/product/924294
12517,Pigeon Wireless Cookware 472X,home & kitchen,cookware,3.6,3484,₹170,₹309,https://example-cdn.local/img/285701.jpg,https://example.local/product/617400
12518,Cello Portable Cookware 405Pro,home & kitchen,cookware,4.4,2306,₹163,₹169,https://example-cdn.local/img/411056.jpg,https://example.local/product/760826
12519,Mamaearth Classic Haircare 440Max,beauty & health,haircare,4.4,5300,₹86,₹178,https://example-cdn.local/img/625592.jpg,https://example.local/product/335405
12520,Noise Portable Televisions 640Max,electronics,televisions,3.5,1511,₹613,₹691,https://example-cdn.local/img/452829.jpg,https://example.local/product/500947
12521,BE SAVAGE Deluxe Sportswear 300,sports & fitness,sportswear,3.8,1265,"₹2,461","₹2,979",https://example-cdn.local/img/931386.jpg,https://example.local/product/836097
12522,Samsonite Premium Backpacks 575X,luggage & bags,backpacks,3.4,237,"₹2,310","₹2,349",https://example-cdn.local/img/531284.jpg,https://example.local/product/845174
12523,Samsung Classic Smartphones 523,mobiles,smartphones,4.5,6560,₹271,₹337,https://example-cdn.local/img/497454.jpg,https://example.local/product/696085
12524,LG Essential Microwaves 919S,appliances,microwaves,4.8,13851,"₹2,389","₹3,471",https://example-cdn.local/img/616065.jpg,https://example.local/product/522245
12525,Cello Smart Home Decor 688S,home & kitchen,home decor,3.9,3675,₹461,₹929,https://example-cdn.local/img/146586.jpg,https://example.local/product/976643
12526,Carrier Compact Washing Machines 742S,appliances,washing machines,2.7,164,"₹35,543","₹41,853",https://example-cdn.local/img/785895.jpg,https://example.local/product/786878
12527,Portronics Ultra Smartphones 482,mobiles,smartphones,3.8,2467,₹993,"₹1,273",https://example-cdn.local/img/884822.jpg,https://example.local/product/182366
12528,Michelin Ultra Car Accessories 940Pro,car & motorbike,car accessories,4.4,4710,₹90,₹115,https://example-cdn.local/img/850113.jpg,https://example.local/product/301014
12529,Zebronics Deluxe Storage Devices 720Max,computers,storage devices,4.6,2431,"₹11,053","₹17,201",https://example-cdn.local/img/179956.jpg,https://example.local/product/800036
12530,HRX Compact Men'S Clothing 509,fashion,men's clothing,3.6,749,"₹1,925","₹2,005",https://example-cdn.local/img/157725.jpg,https://example.local/product/969750
12531,Lenovo Heavy-Duty Monitors 221X,computers,monitors,4.6,7143,₹450,₹471,https://example-cdn.local/img/557473.jpg,https://example.local/product/461530
12532,Cello Pro Furniture 751Max,home & kitchen,furniture,3.1,1710,₹418,₹587,https://example-cdn.local/img/817489.jpg,https://example.local/product/675346
12533,Bosch Wireless Lab Equipment 885,industrial & scientific,lab equipment,4.2,537,₹802,₹981,https://example-cdn.local/img/750625.jpg,https://example.local/product/844279
12534,Skybags Essential Suitcases 861Max,luggage & bags,suitcases,5.0,2021,₹606,₹632,https://example-cdn.local/img/817726.jpg,https://example.local/product/474831
12535,Mothercare Deluxe Infant Wear 515X,toys & baby products,infant wear,3.2,869,₹304,₹342,https://example-cdn.local/img/185931.jpg,https://example.local/product/145062
12536,Apple Eco-Friendly Cases & Covers 495Max,mobiles,cases & covers,3.0,1408,"₹5,338","₹8,230",https://example-cdn.local/img/257585.jpg,https://example.local/product/600512
12537,Redmi Essential Power Banks 917Pro,mobiles,power banks,4.5,3149,"₹85,676","₹94,579",https://example-cdn.local/img/831296.jpg,https://example.local/product/201762
12538,LG Deluxe Air Conditioners 567X,appliances,air conditioners,3.2,973,"₹9,724","₹10,252",https://example-cdn.local/img/188985.jpg,https://example.local/product/298419
12539,Redmi Eco-Friendly Smartphones 757Pro,mobiles,smartphones,4.2,3351,"₹4,764","₹9,394",https://example-cdn.local/img/539980.jpg,https://example.local/product/694728
12540,Sony Smart Televisions 210,electronics,televisions,4.1,2412,"₹1,855","₹1,952",https://example-cdn.local/img/115891.jpg,https://example.local/product/484716
12541,Mamaearth Smart Skincare 781S,beauty & health,skincare,4.3,1202,"₹1,917","₹2,418",https://example-cdn.local/img/488724.jpg,https://example.local/product/311437
